stdntid,gender,race,birthmonth,birthday,birthyear,gkclasstype,gkclasssize,gkschid,gksurban,gktchid,gkfreelunch,gktreadss,gktmathss,gktlistss,g1classtype,g1classsize,g1schid,g1surban,g1tchid,g1freelunch,g1treadss,g1tmathss,g1tlistss,g2classtype,g2classsize,g2schid,g2surban,g2tchid,g2freelunch,g2treadss,g2tmathss,g2tlistss,g3classtype,g3classsize,g3schid,g3surban,g3tchid,g3freelunch,g3treadss,g3tmathss,g3tlangss,g3tlistss,,
14976,1,1,4,1,1980,1,17,169229,2,16922901,2,451,478,545,1,16,169229,2,16922909,2,564,518,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14977,1,1,4,2,1980,3,21,164198,3,16419801,2,474,547,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14978,1,1,4,2,1980,3,21,201449,3,20144904,2,NA,NA,NA,2,25,201449,3,20144913,2,503,515,588,2,23,201449,3,20144920,2,568,574,642,2,22,201449,3,20144927,2,641,622,632,656,,
14979,2,2,4,15,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,169231,1,16923110,1,631,587,599,3,25,169231,1,16923114,1,NA,NA,NA,NA,,
14980,2,1,4,4,1980,1,15,169280,2,16928001,2,437,494,540,1,17,169280,2,16928005,2,512,567,571,1,17,169280,2,16928010,2,599,620,617,1,18,169280,2,16928015,2,602,614,630,629,,
14981,2,2,4,4,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,169229,2,16922908,1,540,578,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14982,2,1,4,5,1980,2,20,169219,2,16921902,2,470,506,560,1,17,169219,2,16921905,2,579,676,625,1,14,169219,2,16921912,2,627,611,613,1,15,169219,2,16921915,2,665,645,660,683,,
14983,2,1,4,5,1980,2,25,169229,2,16922902,2,443,506,549,2,21,169229,2,16922916,2,490,532,571,3,25,169229,2,16922925,2,599,587,602,3,27,169229,2,16922938,2,629,639,647,624,,
14984,1,1,4,5,1980,2,19,221574,3,22157404,2,413,449,516,3,21,221574,3,22157408,2,495,505,559,3,23,221574,3,22157412,2,550,570,587,3,22,221574,3,22157416,2,595,588,615,610,,
14985,1,1,4,5,1980,3,24,264945,2,26494502,2,430,459,524,3,27,264945,2,26494507,2,548,535,538,3,25,264945,2,26494511,2,582,535,572,3,28,264945,2,26494517,2,602,576,627,595,,
14986,2,1,4,6,1980,2,22,169229,2,16922903,2,445,500,586,2,21,169229,2,16922917,2,524,545,559,2,24,169229,2,16922920,2,622,561,578,2,27,169229,2,16922932,2,647,639,647,601,,
14987,1,1,4,6,1980,1,16,169229,2,16922905,2,476,528,540,1,16,169229,2,16922909,2,590,572,584,1,15,169229,2,16922927,2,669,626,610,1,17,169229,2,16922935,2,680,678,682,632,,
14988,2,1,4,6,1980,2,20,169219,2,16921902,2,439,478,560,2,22,169219,2,16921906,2,524,538,568,3,22,169219,2,16921909,2,584,554,596,3,22,169219,2,16921914,2,604,629,618,619,,
14989,1,1,4,6,1980,1,17,169229,2,16922901,2,442,513,560,1,17,169229,2,16922910,2,579,484,554,1,14,169229,2,16922922,2,637,587,593,1,17,169229,2,16922934,2,665,655,644,649,,
14990,1,2,12,14,1979,1,17,244728,1,24472801,1,393,429,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14991,2,1,4,7,1980,1,15,264945,2,26494505,2,478,513,545,1,17,264945,2,26494510,2,651,567,571,1,15,264945,2,26494514,2,627,615,590,1,18,264945,2,26494519,2,636,645,657,608,,
14992,2,1,4,7,1980,3,21,201449,3,20144904,2,465,473,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14993,2,2,12,15,1979,3,26,244774,1,24477403,1,442,489,528,2,24,244774,1,24477407,1,487,505,541,3,22,244774,1,24477418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14994,2,1,4,8,1980,3,22,262937,2,26293701,2,460,473,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14995,2,2,4,8,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,169231,1,16923115,1,631,583,664,610,,
14996,1,1,4,8,1980,1,13,262937,2,26293704,2,580,576,540,1,15,262937,2,26293708,2,651,627,601,1,17,262937,2,26293710,2,622,721,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14997,1,2,4,9,1980,2,23,169231,1,16923103,1,400,478,528,1,14,169231,1,16923104,2,469,542,559,1,17,169231,1,16923112,1,575,590,593,1,17,169231,1,16923116,2,612,655,638,612,,
14998,2,2,12,18,1979,3,26,244774,1,24477403,1,414,494,512,3,26,244774,1,24477410,1,NA,NA,519,3,22,244774,1,24477418,1,566,502,564,2,21,244774,1,24477422,1,567,570,620,584,,
14999,2,1,4,10,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,169280,2,16928006,1,527,567,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15000,2,2,4,11,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,169229,2,16922910,2,533,502,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15001,2,1,4,11,1980,3,25,169229,2,16922907,1,460,500,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15002,2,1,4,12,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,264945,2,26494515,2,608,590,631,2,28,264945,2,26494521,2,633,618,682,652,,
15003,1,1,4,14,1980,1,17,169229,2,16922906,2,448,459,565,3,21,169229,2,16922913,2,494,520,592,3,24,169229,2,16922923,2,550,538,602,3,25,169229,2,16922937,2,577,601,593,634,,
15004,1,2,4,14,1980,3,19,112038,4,11203803,2,410,494,540,3,28,112038,4,11203804,1,419,497,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15005,2,2,12,24,1979,3,25,244806,1,24480606,2,456,559,586,3,22,244806,1,24480611,1,497,578,559,2,24,244806,1,24480616,1,582,659,596,1,18,244806,1,24480623,1,641,648,650,656,,
15006,1,1,4,14,1980,2,22,169229,2,16922903,1,424,500,586,3,22,169229,2,16922918,1,509,592,596,3,25,169229,2,16922925,1,622,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15007,2,1,4,15,1980,3,24,264945,2,26494502,2,427,513,509,3,26,264945,2,26494508,2,NA,NA,NA,3,25,264945,2,26494516,2,575,561,581,3,28,264945,2,26494522,2,612,606,638,603,,
15008,2,1,4,15,1980,3,22,169280,2,16928003,2,428,500,578,2,25,169280,2,16928006,2,492,584,634,2,24,169280,2,16928008,2,541,590,631,2,25,169280,2,16928012,2,580,629,598,660,,
15009,2,1,4,16,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,28,252885,3,25288507,2,558,584,596,3,22,252885,3,25288509,2,618,699,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15010,2,1,4,17,1980,1,15,264945,2,26494505,2,456,478,540,1,17,264945,2,26494510,2,536,532,551,1,16,264945,2,26494512,2,618,577,593,1,17,264945,2,26494518,2,606,626,618,619,,
15011,2,1,4,18,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,169280,2,16928012,2,650,606,630,622,,
15012,1,1,4,18,1980,2,21,201449,3,20144905,2,538,513,571,3,26,201449,3,20144910,2,651,562,611,3,22,201449,3,20144919,2,650,607,656,3,23,201449,3,20144925,2,680,691,688,672,,
15013,2,1,4,18,1980,3,25,169229,2,16922907,2,450,528,560,2,21,169229,2,16922917,2,524,520,580,2,23,169229,2,16922929,2,618,582,636,2,25,169229,2,16922933,2,680,639,653,640,,
15014,1,1,4,18,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,216537,3,21653702,2,524,592,577,3,25,216537,3,21653709,2,611,626,626,3,26,216537,3,21653716,2,612,634,627,627,,
15015,1,1,4,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,27,264945,2,26494507,2,482,510,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15016,1,1,4,19,1980,3,24,264945,2,26494502,2,430,429,524,2,26,264945,2,26494506,2,501,507,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,28,264945,2,26494520,2,NA,NA,595,610,,
15017,1,1,4,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,169229,2,16922933,2,626,620,613,624,,
15018,2,2,4,19,1980,2,23,169231,1,16923103,1,419,444,505,2,19,169231,1,16923106,1,483,512,543,2,26,169231,1,16923111,1,564,531,554,2,25,169231,1,16923115,1,590,608,615,610,,
15019,2,2,4,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,169229,2,16922918,1,516,572,571,3,25,169229,2,16922925,1,559,632,599,3,27,169229,2,16922938,1,604,618,627,608,,
15020,1,2,4,20,1980,3,23,221571,3,22157105,1,374,354,520,3,21,221571,3,22157108,1,448,465,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15021,2,1,4,20,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,169231,1,16923111,2,NA,NA,NA,2,25,169231,1,16923115,2,600,604,638,619,,
15022,2,1,4,21,1980,3,22,169231,1,16923101,2,424,494,536,3,21,169231,1,16923105,2,509,542,580,3,26,169231,1,16923110,2,593,570,581,3,25,169231,1,16923114,2,620,612,606,627,,
15023,2,2,12,21,1979,2,25,244818,1,24481804,2,436,484,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15024,2,1,4,21,1980,3,22,264945,2,26494501,2,NA,454,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15025,2,1,4,22,1980,1,14,201449,3,20144901,2,472,500,565,1,17,201449,3,20144907,2,604,553,588,1,16,201449,3,20144918,2,669,563,692,1,14,201449,3,20144926,2,665,604,694,660,,
15026,2,1,4,23,1980,1,12,221574,3,22157403,2,440,484,554,1,13,221574,3,22157407,2,544,505,584,1,13,221574,3,22157409,2,593,548,622,1,13,221574,3,22157413,2,647,626,660,652,,
15027,1,1,4,23,1980,3,24,264945,2,26494502,2,436,489,505,3,26,264945,2,26494508,2,519,488,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15028,2,1,4,1,1980,1,15,264945,2,26494505,2,460,484,565,1,17,264945,2,26494509,2,558,567,584,1,16,264945,2,26494512,2,622,540,626,1,17,264945,2,26494518,2,573,593,653,640,,
15029,2,2,4,24,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,169229,2,16922915,1,438,444,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15030,1,2,4,27,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,169231,1,16923114,2,680,651,682,660,,
15031,2,1,4,27,1980,2,23,230612,3,23061203,1,455,547,554,3,20,230612,3,23061205,1,536,572,584,3,26,230612,3,23061208,1,599,587,599,3,27,230612,3,23061211,NA,612,626,627,634,,
15032,2,1,4,27,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,261927,3,26192709,2,501,538,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15033,2,1,4,27,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,261927,3,26192706,2,485,490,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15034,1,1,4,28,1980,1,15,169280,2,16928001,1,440,494,540,1,17,169280,2,16928005,2,530,532,551,1,17,169280,2,16928010,2,586,579,590,1,18,169280,2,16928015,2,600,596,625,622,,
15035,1,1,4,28,1980,1,14,201449,3,20144901,1,472,520,532,1,17,201449,3,20144907,1,536,553,556,1,16,201449,3,20144918,1,591,599,599,1,14,201449,3,20144926,1,622,634,644,610,,
15036,2,1,4,28,1980,3,21,201449,3,20144904,2,472,559,571,2,24,201449,3,20144912,2,564,567,596,2,23,201449,3,20144917,2,669,626,617,2,25,201449,3,20144924,2,654,634,682,663,,
15037,1,1,5,23,1980,1,16,193423,3,19342302,2,445,559,622,1,14,193423,3,19342306,2,544,545,577,1,16,193423,3,19342312,2,550,517,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15038,1,1,4,28,1980,2,21,169280,2,16928002,2,448,468,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15039,1,1,4,29,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,169219,2,16921908,2,530,515,625,1,17,169219,2,16921913,2,586,568,649,1,16,169219,2,16921918,2,693,651,657,696,,
15040,2,1,4,29,1980,2,21,169280,2,16928002,2,437,484,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15041,1,2,4,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,169219,2,16921906,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15042,2,1,4,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,216537,3,21653702,2,460,510,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15043,2,1,4,30,1980,1,17,169229,2,16922901,2,472,520,554,1,16,169229,2,16922909,2,548,520,588,1,15,169229,2,16922927,2,562,536,578,1,17,169229,2,16922935,2,583,588,608,629,,
15044,2,1,3,8,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,169229,2,16922926,2,568,548,606,3,25,169229,2,16922939,2,588,582,604,640,,
15045,1,1,3,9,1980,1,15,169231,1,16923102,1,395,444,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15046,2,2,3,19,1980,3,24,169229,2,16922904,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15047,1,2,12,2,1979,2,26,244774,1,24477405,1,447,444,520,2,24,244774,1,24477407,1,483,500,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15048,2,1,3,26,1980,1,13,169219,2,16921901,2,474,547,595,1,17,169219,2,16921904,2,629,601,660,1,16,169219,2,16921911,2,669,611,665,1,18,169219,2,16921917,2,702,631,694,689,,
15049,2,2,3,27,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,169229,2,16922912,1,487,505,541,3,25,169229,2,16922928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15050,2,2,3,1,1980,3,21,244727,2,24472704,2,461,547,536,2,21,244727,2,24472708,2,571,592,606,2,25,244727,2,24472713,1,604,615,613,2,29,244727,2,24472718,2,665,659,653,652,,
15051,1,1,2,23,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,169229,2,16922919,2,495,535,584,2,24,169229,2,16922930,2,555,584,593,3,27,169229,2,16922938,2,552,573,576,590,,
15052,2,1,2,29,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,264945,2,26494515,2,602,570,567,2,28,264945,2,26494521,2,636,604,660,627,,
15053,2,2,12,30,1979,3,19,244736,1,24473601,1,451,513,528,2,22,244736,1,24473605,1,495,529,577,3,29,244736,1,24473609,1,502,509,551,3,19,244774,1,24477424,1,572,599,620,549,,
15054,1,1,4,2,1980,3,23,123056,3,12305601,1,422,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15055,2,1,4,4,1980,1,15,201449,3,20144906,2,453,484,532,1,15,201449,3,20144908,2,571,557,562,1,16,201449,3,20144918,2,582,590,622,1,14,201449,3,20144926,2,620,642,647,601,,
15056,2,1,4,16,1980,3,20,221574,3,22157402,1,430,473,532,2,22,221574,3,22157405,2,533,542,568,2,23,221574,3,22157410,1,618,568,593,2,21,221574,3,22157414,1,636,622,627,608,,
15057,1,1,4,6,1980,3,22,173312,3,17331203,2,510,559,578,3,22,173312,3,17331207,2,571,653,601,3,22,173312,3,17331209,2,618,620,602,3,24,173312,3,17331214,2,622,672,650,668,,
15058,2,2,4,17,1980,2,23,244745,2,24474503,1,455,520,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15059,2,1,4,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,173312,3,17331206,1,475,474,543,2,22,173312,3,17331210,1,541,559,564,3,24,173312,3,17331214,1,577,606,593,584,,
15060,1,1,4,24,1980,2,22,173312,3,17331202,2,467,489,554,2,20,173312,3,17331206,2,483,545,559,2,22,173312,3,17331210,2,564,590,622,2,23,173312,3,17331213,2,636,639,620,652,,
15061,1,1,3,20,1980,2,22,173312,3,17331202,1,465,463,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15062,2,1,3,25,1980,3,22,173312,3,17331203,2,474,484,532,2,21,173312,3,17331205,2,514,549,565,2,22,173312,3,17331208,2,602,599,596,2,23,173312,3,17331213,2,578,599,604,577,,
15063,2,1,3,25,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,173312,3,17331207,2,540,572,601,3,22,173312,3,17331209,2,604,593,631,3,24,173312,3,17331214,2,650,672,668,649,,
15064,1,1,3,27,1980,2,22,173312,3,17331202,2,492,489,565,2,20,173312,3,17331206,2,521,538,596,2,22,173312,3,17331208,2,643,626,631,2,23,173312,3,17331213,2,675,601,638,672,,
15065,2,1,4,12,1980,2,22,176329,3,17632901,1,448,576,571,2,23,176329,3,17632906,1,590,562,565,2,22,176329,3,17632909,1,593,659,590,2,23,176329,3,17632913,1,570,659,641,606,,
15066,1,1,4,3,1980,3,22,165199,4,16519903,2,421,468,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15067,2,1,4,18,1980,1,13,165199,4,16519901,2,487,528,648,1,14,165199,4,16519904,2,579,578,660,1,14,165199,4,16519907,2,599,611,717,1,14,165199,4,16519910,2,629,678,688,677,,
15068,2,1,4,9,1980,1,16,180344,4,18034405,1,413,429,516,1,16,180344,4,18034410,1,540,549,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15069,1,1,4,9,1980,2,25,180344,4,18034401,1,460,520,607,3,21,180344,4,18034409,1,604,601,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15070,2,1,4,1,1980,2,21,203452,3,20345202,2,472,506,571,3,24,203452,3,20345206,NA,590,545,660,3,26,203452,3,20345214,2,604,584,626,3,24,203452,3,20345219,2,641,636,653,660,,
15071,2,1,4,6,1980,2,17,191411,3,19141103,2,447,473,540,3,21,191411,3,19141105,2,509,507,577,3,23,191411,3,19141108,2,659,615,677,3,23,191411,3,19141111,2,650,614,625,622,,
15072,2,1,4,7,1980,3,19,203457,3,20345702,1,434,463,532,2,24,203457,3,20345704,2,514,497,559,2,20,203457,3,20345708,2,586,584,567,2,22,203457,3,20345712,2,629,620,638,612,,
15073,2,1,4,18,1980,1,17,203452,3,20345201,2,458,494,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15074,2,1,4,23,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,203457,3,20345706,1,540,545,596,1,15,203457,3,20345707,1,557,590,606,1,15,203457,3,20345711,1,618,634,593,637,,
15075,2,1,4,24,1980,2,17,191411,3,19141103,2,456,478,607,3,21,191411,3,19141105,2,499,510,565,2,22,191411,3,19141109,2,627,632,656,2,24,191411,3,19141112,2,602,614,622,629,,
15076,1,1,4,27,1980,1,13,128076,2,12807601,2,413,439,540,1,15,128076,2,12807606,2,431,481,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15077,1,1,4,23,1980,2,17,191411,3,19141103,1,393,439,501,1,16,191411,3,19141104,1,477,470,541,1,16,191411,3,19141107,1,588,587,562,1,16,191411,3,19141110,1,588,577,611,627,,
15078,1,1,3,2,1980,2,24,189396,3,18939602,2,522,547,520,3,20,189396,3,18939607,1,604,567,546,3,23,189396,3,18939610,2,669,674,602,3,22,189396,3,18939614,2,657,672,664,624,,
15079,2,1,4,3,1980,2,19,189378,3,18937801,2,439,468,528,3,23,189378,3,18937806,2,604,549,580,3,25,189378,3,18937810,2,611,582,610,3,28,189378,3,18937813,2,641,659,668,634,,
15080,1,1,4,7,1980,3,24,189382,2,18938203,2,447,494,565,2,22,189382,2,18938207,2,490,562,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15081,1,1,4,13,1980,3,20,189378,3,18937803,2,422,459,565,2,23,189378,3,18937808,2,590,542,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15082,1,1,4,15,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,189396,3,18939606,2,579,505,543,2,24,189396,3,18939609,2,577,590,578,2,22,189396,3,18939612,2,599,583,630,632,,
15083,2,1,4,17,1980,2,24,123056,3,12305603,1,418,473,NA,2,25,123056,3,12305604,1,474,535,577,2,23,123056,3,12305607,1,555,561,613,2,25,123056,3,12305610,1,590,582,625,649,,
15084,2,1,3,2,1980,1,15,189378,3,18937802,2,434,489,578,3,23,189378,3,18937806,2,521,553,618,3,24,189378,3,18937811,2,614,603,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15085,2,1,3,5,1980,3,20,189378,3,18937803,2,430,494,560,3,23,189378,3,18937806,2,651,601,577,3,25,189378,3,18937810,2,650,620,613,3,28,189378,3,18937813,2,644,678,694,649,,
15086,2,1,3,9,1980,1,14,218562,4,21856201,2,465,520,536,1,13,218562,4,21856205,2,564,562,625,1,13,218562,4,21856210,2,575,596,642,1,14,218562,4,21856214,2,608,622,647,629,,
15087,2,1,3,23,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,189382,2,18938206,2,527,486,559,2,24,189382,2,18938211,2,569,570,599,2,22,189382,2,18938215,2,622,586,627,632,,
15088,2,1,3,24,1980,1,14,189382,2,18938201,2,NA,NA,NA,1,17,189382,2,18938205,2,651,557,592,1,18,189382,2,18938210,2,709,607,636,1,16,189382,2,18938213,2,680,639,711,640,,
15089,2,1,3,24,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,189382,2,18938209,NA,650,593,575,2,23,189382,2,18938214,2,580,614,660,619,,
15090,1,1,3,25,1980,3,25,189396,3,18939603,2,411,439,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,27,189378,3,18937815,2,626,636,620,627,,
15091,1,1,3,26,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,189378,3,18937807,2,553,535,571,3,25,189378,3,18937810,2,577,590,649,3,28,189378,3,18937813,2,602,629,664,652,,
15092,1,1,3,27,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,189378,3,18937807,2,492,535,536,3,25,189378,3,18937810,2,582,582,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15093,2,1,3,28,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,189382,2,18938208,2,507,505,571,3,24,189382,2,18938212,2,566,550,564,3,21,189382,2,18938216,2,587,608,606,610,,
15094,2,1,3,29,1980,3,23,123056,3,12305601,2,455,528,607,3,27,123056,3,12305605,2,571,578,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15095,2,1,3,30,1980,2,23,189382,2,18938202,2,NA,NA,NA,2,22,189382,2,18938206,2,514,526,625,2,24,189382,2,18938211,2,569,536,599,2,22,189382,2,18938215,2,616,618,647,649,,
15096,2,1,3,30,1981,1,17,189396,3,18939601,2,492,559,560,1,15,189396,3,18939604,2,558,592,592,1,15,189396,3,18939608,2,669,626,622,1,13,189396,3,18939613,2,641,672,694,643,,
15097,1,1,3,31,1980,2,22,234628,3,23462805,2,428,528,571,3,21,234628,3,23462810,2,540,549,554,3,24,234628,3,23462813,2,584,554,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15098,1,1,4,10,1980,2,24,189396,3,18939602,2,442,494,571,1,17,189396,3,18939605,2,519,538,596,1,15,189396,3,18939611,2,637,587,626,1,13,189396,3,18939615,2,641,645,650,652,,
15099,2,1,3,18,1980,1,14,189382,2,18938201,2,NA,520,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
