"INTUBATION","VENTLUNG","ERRCAUTER","HRSAT","PULMEMBOLUS","SHUNT","VENTMACH","VENTTUBE","VENTALV","PVSAT","LVFAILURE","STROKEVOLUME","MINVOL","HR","CO","TPR","CATECHOL","FIO2","ARTCO2","INSUFFANESTH","HRBP","DISCONNECT","HISTORY","KINKEDTUBE","PRESS","HYPOVOLEMIA","LVEDVOLUME","CVP","MINVOLSET","HREKG","PAP","BP","EXPCO2","SAO2","PCWP","ANAPHYLAXIS","ERRLOWOUTPUT"
1.4084961261835960e-01,2.5450236759983269e-01,8.4918671234998255e-01,8.2108769905851220e-01,3.5953315572588873e-01,1.2913663986369134e-01,7.9912132166776850e-01,5.9418143703119586e-01,4.8477440806656041e-01,3.2915916600567763e-01,9.9052632277968877e-01,9.1418347892454732e-01,5.6982067058073271e-01,5.9597331291870237e-01,7.6101133229102536e-01,4.7818027505398031e-01,3.5166512987515641e-01,4.6844786097406388e-03,6.0885516680353990e-01,5.4754519895626563e-01,4.6735878552183041e-01,1.3605741433154050e-01,8.8210527757142110e-01,5.0427175339870001e-01,6.9346382979840038e-01,7.1325967882680064e-01,7.6287015135901459e-01,7.2137083141101044e-01,8.8718778834028078e-01,8.7656079003073684e-01,5.2549168351929931e-01,8.6035930229203095e-01,2.1002149113826202e-01,3.3556702546382344e-01,9.0583282607500593e-01,8.4092133640322864e-02,3.3311180293354115e-01
5.5153111836689606e-01,7.5978178477772151e-01,7.3582998170244118e-01,4.0749849705161800e-01,1.7583160935303166e-01,3.2134066221112445e-01,5.3472587050976894e-01,2.8063660225642961e-01,8.8250580678804957e-01,7.6274229348124867e-01,5.4677562037383898e-01,9.5360130898254936e-01,8.3602871420286151e-01,7.2133965789600540e-01,8.6481063790254020e-01,6.8071862663616600e-01,8.3898593520070097e-01,7.6485759864718550e-01,7.6575436193475999e-01,1.7188977339829292e-01,6.8928888544657441e-01,5.3717195155821940e-01,3.7661274968643194e-01,1.6105639058617038e-01,3.4940856268551229e-01,9.5681711120786361e-01,8.8913666594683294e-01,9.1281368269562946e-01,9.5000243026888831e-01,7.1041681416079461e-01,1.7714596447278783e-01,8.8961208845792306e-01,9.4604089993557383e-01,7.4325721484307627e-01,9.3072393833792655e-01,5.3773497213416332e-01,5.9819934674547870e-01
7.1214258348999304e-01,8.5933417417259039e-01,1.5155224549841595e-01,1.2586780826782434e-01,5.7733545120954610e-01,4.9135534003390530e-01,7.3090989791766359e-01,2.6293604531629589e-01,5.3861471817382234e-01,2.7995113494228308e-01,9.1985098935787901e-01,4.9129425947542826e-01,7.7785555411311602e-01,9.1848454577791866e-02,8.0891533314089137e-01,4.6184753860842187e-01,2.9485861812451741e-01,1.5766379788225748e-01,7.1107125971457430e-01,8.7997194970065173e-01,3.4954014902055019e-01,1.5094792162254467e-01,7.6093969674876338e-01,9.3928237919359825e-01,4.9035289047312752e-01,4.9036348558137322e-02,2.8829292594488454e-01,5.7617444738608392e-01,5.1953891788279094e-01,1.0681666640844646e-01,7.0695213653819844e-01,5.2299174867852172e-01,6.0556425463306929e-01,2.6550750547104396e-01,1.0127265117651310e-01,8.4629900112541145e-01,3.2415408448989846e-01
2.6720773631337291e-02,6.6172342646591942e-01,3.5940686655967835e-01,3.9380526670581439e-01,9.4713406198349581e-01,4.4439696283484398e-01,4.2116477596144231e-01,3.6278250854289301e-01,1.4579583570759855e-01,6.3699033095695601e-01,7.9605064671561987e-01,8.7162341027308332e-01,4.1551280366025206e-01,3.7027246357318422e-01,6.0880205862731507e-01,3.6647332309958547e-01,4.2598468450994603e-01,7.7594863122927271e-01,8.8158507832297145e-02,6.5070160177010683e-01,1.7284908783837630e-01,4.3383921146403814e-01,6.9823660310091407e-01,9.8990836411487382e-01,6.2246959106687560e-01,9.9837788070473366e-01,9.6759046980995722e-01,9.7690632053286042e-01,4.1222316051273244e-01,3.4760766115608882e-01,9.5241609512172565e-01,7.1781564819100774e-01,3.3642647907686418e-01,3.3994796181727194e-01,9.1555573007261082e-01,3.7440086360192937e-01,1.1730881408322036e-01
8.6477418385944937e-01,7.8154953642137392e-01,2.3742499587629640e-02,6.1725296911770788e-01,8.3945189347894611e-01,9.0648953215821559e-01,8.4920031971489629e-01,8.7562724887372867e-01,6.8218566604400144e-01,3.8919794273885155e-01,1.1631470255028642e-02,9.7324130708797349e-02,7.2571534630908729e-01,4.9949306447734509e-01,6.9661508580792864e-01,9.2766755762160813e-01,6.2908803987298134e-01,5.0131127428623046e-01,7.6449378740065810e-01,4.2175338200959178e-01,7.1139997584726455e-01,8.5372241162184870e-01,1.7156197146354024e-02,4.1864017433633438e-01,7.4871502818660474e-01,3.3518161602041130e-01,2.2002081961776412e-01,5.3414206811482912e-01,5.5579175906162237e-01,2.3719758825944356e-01,7.3486923448675445e-01,7.4986009967146394e-01,9.1921786937405692e-01,3.6430358313387823e-01,1.7401775682961163e-01,9.8697216315115499e-01,2.0248514776317861e-01
4.3446107921596533e-01,5.0969566991053795e-02,4.2048178321129726e-02,1.1505508115939209e-01,6.6021201148164033e-01,5.3499409858126701e-01,2.8932542796616850e-01,6.2931502390185343e-02,1.5688316457881146e-01,5.3942934709137336e-01,9.7229088819830189e-01,4.9156618391871504e-01,9.0473302830710950e-02,2.5770801642242003e-01,3.3720742307309337e-01,2.9085806320915475e-01,3.5458663924706657e-01,7.2884139561820005e-01,1.4885912049823111e-01,3.8123329316737742e-01,3.1407465858178685e-01,2.2734802098142359e-01,9.9682354793047401e-01,6.9096383975582132e-01,3.4469394865231123e-01,1.8728931211719568e-01,7.0295995280872181e-01,8.3602285015329403e-01,4.5602033451935076e-01,1.7084224559525935e-01,7.4306155161773935e-01,2.4914124044222519e-01,5.2522975992808821e-02,3.7891414913534383e-01,7.3292293080485971e-01,3.4583897678107745e-01,6.1176311267501071e-01
6.4722075267468515e-01,6.5648478719882319e-01,5.1948698923025138e-01,2.0396956127868665e-01,7.3381659052716097e-01,7.3279053785236037e-01,7.0959552410331994e-01,5.7661416680648214e-01,8.0710342451451500e-01,4.6956910609436803e-01,2.2378951844515882e-01,3.3652610609237943e-01,6.5294126744724079e-01,2.7781770225558511e-01,1.2673965531200299e-01,2.1235151195476143e-01,5.6685717728295315e-01,1.7371282458236559e-01,4.9675054157270365e-01,6.6772711364197090e-01,3.0348493540148930e-01,3.7946539916702360e-01,2.2633515772028290e-01,9.3146077099262636e-01,9.0544936748445704e-01,5.0730335510403357e-01,3.1774155548167471e-01,2.5016759487584400e-01,5.3100274646985013e-01,3.4035264481217958e-01,7.7019857154980742e-01,2.6376823799650717e-01,2.7314645457360698e-01,4.5827257125644305e-01,4.9320421628791350e-01,5.4466064894237887e-02,2.9548577029710055e-01
4.6290259165872261e-02,1.7346659914695628e-01,6.3850415561465823e-01,9.1460956505843893e-01,4.3773539252469185e-02,1.6164677562470298e-01,6.5667874142865279e-01,4.6236812820953632e-01,8.3463525527691138e-02,4.0689730013215492e-02,4.5161026464082199e-01,2.1610200085292453e-01,2.6084609514525814e-01,3.5255180776299044e-01,2.5642096065551834e-01,4.5280367161333457e-01,2.6927241675972086e-01,4.3514228308124236e-01,1.8524711623708323e-01,4.3442748609493953e-01,3.8139830829595661e-01,1.4947596446886457e-01,8.1310484413386064e-01,9.6065010195531819e-01,5.6894442054106509e-01,1.0325062900137594e-01,2.7979416651787553e-01,3.9465310972371231e-01,6.4781185469946134e-01,4.1515050578970814e-01,5.1807123344010386e-02,2.3517856753448391e-01,3.6904730639518368e-01,2.0833087552021706e-01,1.8233871721073364e-01,3.8133855447989662e-01,1.5044395921404030e-01
3.1836949228911182e-01,2.7225129209390642e-01,1.8374570479959207e-01,4.1637407460066939e-01,7.4869728232937427e-01,7.7854146062353791e-01,1.8358847974954429e-01,1.5009670854325036e-01,3.3434342289427704e-01,8.1225972677243119e-01,6.7162605220021887e-01,2.8218690823258974e-01,2.9784107198324189e-01,2.8983536563176782e-01,7.5686529482459763e-01,4.1252721983123192e-01,5.6284811108963950e-01,9.1281614840126912e-01,1.5107133177695614e-01,5.4648817018269735e-01,4.3792399765498802e-01,1.7848036338475803e-01,8.1045289073796800e-01,8.7906518153971125e-01,2.7754458258782294e-01,4.4299833554214629e-02,2.7906315451160285e-01,3.9749094814785813e-01,3.6768655346067680e-01,1.6531649563489483e-02,3.8117230149623338e-01,6.7762208136760671e-01,1.1703173602921310e-01,8.5369748817909774e-01,4.4536607547620133e-01,3.1494493927922118e-01,6.7988320025181537e-01
8.8583437211564142e-02,8.5748305869491848e-01,6.2694856075157057e-01,3.7913014632233666e-01,7.4059974293199327e-01,3.2295269595980841e-01,8.0329056091955753e-01,7.3374548743128987e-01,4.8381784751947388e-01,5.7694845990022137e-01,7.3782889297571641e-01,5.3788992017754367e-01,6.7851349423473750e-01,4.1776135959779964e-01,2.7507981817146798e-01,7.3697927426284848e-01,4.7086972853967501e-01,1.4747605971120548e-01,9.2654070525959351e-02,4.7330263632964686e-01,2.9930226366962198e-01,5.6431429022000335e-01,5.5649880688416620e-01,6.8304854530819958e-01,5.2390768804999177e-01,4.0578690612856949e-01,5.2662483119996184e-01,7.4404049280773465e-01,8.1320126713537455e-01,5.3743420632685801e-01,6.1981898257442336e-01,2.8577524866162513e-01,6.2960683119468719e-01,5.5862493980297856e-01,1.4220642393094252e-01,8.6214047766143387e-01,8.4467183510709365e-02
4.8116344833960056e-01,7.7659596782181795e-01,2.0122937966123144e-01,4.4543280549979469e-01,6.2628422172314946e-01,6.9689475665068523e-01,8.2953323272937229e-01,6.3055101930960666e-01,7.7140714487765005e-01,9.3366102755960978e-01,8.4749176388215330e-02,1.2435999131324593e-01,7.8172348744957199e-01,9.2553258378999537e-01,6.0313507852758907e-01,5.0172092191124340e-01,7.3703904778201956e-01,6.6982287433128684e-01,8.1795774553938183e-01,2.0486971887656935e-01,7.7928353839575248e-01,5.6579312277007610e-01,1.1491443434653172e-02,1.0165776480652977e-01,3.5089065579657241e-01,8.3596310521099504e-02,2.5331601447178920e-01,3.8848852285721092e-01,9.3533999026416770e-01,4.0161163398509414e-01,3.0440930774335068e-01,2.9590264671059213e-01,7.1523876581612644e-01,8.2077107877764877e-01,4.3915797712538390e-01,3.6659484433314660e-01,9.6428350955261388e-01
5.2248571932023924e-01,3.3915699910556985e-01,3.3194467115390958e-01,3.8169815505906202e-01,1.0817899439694378e-01,3.2850412190049672e-01,1.1887831853007980e-01,8.4043702970934087e-01,7.9542560343221491e-01,4.2548719621298392e-01,4.4929381349572006e-01,7.5801797854452801e-01,4.6695205209481461e-01,7.3992969690223021e-01,6.2785124653606073e-01,8.6875055965665360e-01,7.6981951488323708e-01,2.7640512785332128e-01,9.0361406980543324e-01,6.9766810641020305e-01,6.5915243943935931e-01,7.6718793214487624e-01,4.6720663146585950e-01,4.6179033381126167e-01,6.9912606599727167e-01,3.7552144110435037e-01,2.8233003378214533e-01,5.3256810077896477e-01,4.2305984114415773e-02,5.1753356092548697e-01,3.1501435202871136e-01,7.7730323192799422e-01,4.4714018525878640e-01,6.0528937598771504e-01,2.8558945364553151e-01,8.1712197275457266e-01,8.2618971366661231e-01
1.2107213299213515e-01,2.3408746273655351e-01,1.8448038217721385e-01,2.4702489391592705e-01,9.6252248171959431e-01,6.1551706317553545e-01,9.0683859319836702e-01,3.5340154075002761e-01,1.1968350280055501e-01,7.7431968250728178e-01,5.4819134633140765e-01,8.6889346920142785e-01,2.8994059084245555e-01,2.8331418828590510e-01,7.6043500660181695e-01,8.9407827667630291e-01,5.6053434594099305e-01,8.8240635124201550e-01,2.3618102595500959e-01,2.7982272625330706e-01,2.2803863175862643e-01,7.4915569232290768e-01,1.8070657564127471e-01,2.1645851436286923e-01,4.5731467602274278e-01,7.1963692162481352e-01,2.8819820152836190e-01,9.2081589933981814e-02,9.2464049898667366e-01,6.9045860728022435e-02,9.6318179474180698e-01,4.7814486102849224e-01,1.6826661653019237e-01,4.9751165334033115e-01,8.2081362266779700e-02,9.8315861425559881e-01,2.4667707416770335e-01
2.1953949557338337e-01,4.4818144217697586e-01,1.5806261701588187e-01,7.0554708350863637e-01,6.7337150792635714e-01,2.4630664219899895e-01,6.0638247834158421e-01,3.1763777038756846e-01,4.4669251775605101e-01,1.2425975930812061e-01,9.8429729999296378e-01,7.7413643216059191e-01,2.8862231689254497e-01,7.5158822240534429e-01,6.6856796397812990e-01,9.3861439018662862e-01,4.7266070301596130e-01,7.4942077762844228e-02,1.4460459793913549e-01,8.7220830924947479e-01,5.5480003695780378e-01,7.9251210625986945e-01,7.5576530233637640e-01,2.8509151070117844e-01,1.5539283829956319e-01,1.7804278474152602e-01,5.8994385606305988e-01,4.2158865735764850e-01,8.3996437126378520e-01,5.9033958103556239e-01,6.5618887481756183e-01,7.9048618526002090e-01,5.1176587449249311e-01,1.4390979456705960e-01,7.2307451427055258e-01,7.4782172192136520e-01,4.8763926738779650e-01
4.7388884894087568e-01,7.0063213603676422e-01,6.9779580843859601e-01,7.6377498661416554e-01,3.2524050086727874e-02,1.7615937310286153e-01,6.2375483412267207e-01,8.3419224694897420e-01,6.5108701844961314e-01,5.7273837786906689e-01,2.1217799213429345e-01,4.1066992919635043e-01,3.8059899464084634e-01,5.5636590144862064e-01,7.8253851764042992e-01,2.7485971773243845e-01,4.0402788691620478e-01,8.3414296911833441e-01,7.6361270377427748e-01,2.4252307220740343e-02,2.2098074949600227e-01,9.9251972705173408e-01,2.5856679929101584e-01,4.7177298362106601e-02,4.1369881115048296e-01,9.3978687370624114e-01,6.4315944039335671e-01,5.8908330884784965e-01,4.3096383255215409e-01,7.8978202264158615e-01,1.1156084248278171e-02,3.8615891737976349e-01,8.0567410740197531e-01,5.3391912417158904e-01,7.5700976159189137e-01,3.1240194866556714e-01,1.9784262031257360e-01
6.9430619242316616e-01,1.8459293073000393e-01,5.1323410940249259e-01,1.5402925953640223e-01,5.4430048820737365e-01,7.5310204711988460e-01,2.8031232706204440e-01,1.9805048875533937e-01,2.6056230271729686e-01,5.1058257913471983e-01,9.0240513966989555e-01,9.1686924325962560e-01,4.3138895970295033e-01,2.7000932403329359e-01,7.0969233575811286e-01,9.4226588543823420e-01,8.1274882124167203e-01,7.3333262817134348e-01,3.1797659959524283e-01,7.0181914932713663e-01,6.1863024858621851e-01,1.7008071410220427e-01,8.5769205762798495e-01,4.2142427063058929e-01,3.7837687026632205e-01,8.4057978358913510e-01,7.9671645513540912e-01,6.9719797827168439e-01,1.7913361082009671e-01,2.1494121544290343e-01,4.3557574777898511e-01,7.9985581449314846e-01,2.5053836287932335e-01,6.6817279255342044e-01,7.2217934005900219e-01,9.7784623020104577e-01,8.1538778084758090e-01
7.5683095857756832e-01,6.9222646884488170e-01,2.7108264095133228e-01,1.7984205357687652e-01,1.2738091866203005e-01,6.0506472566104808e-01,3.4835374132358848e-02,2.4276420121893097e-01,5.7099887620063861e-01,2.6760694097119903e-01,4.3536573504695530e-02,2.2685532101644444e-02,7.8897197260737240e-01,3.1032448016524156e-01,1.3679973308682625e-01,7.8717950714032892e-01,6.2823900655786924e-01,5.7028966319735752e-01,3.7955199364267511e-01,6.2154154963032671e-02,2.8303875713930077e-01,5.8094550128133982e-01,2.4888443392228569e-02,8.7528602401559796e-01,3.8507502186441045e-01,5.1973990895114897e-01,1.1202120847573588e-01,7.0506174423667203e-02,1.9626313347103697e-01,1.8428435367332918e-01,5.4151065204046345e-01,2.1526360051432653e-01,5.9846513212231400e-01,5.3441945300865401e-01,6.3804637174010706e-02,7.4107799185691436e-01,3.7416443960487222e-01
3.2414742483678483e-02,1.1065414638006213e-01,1.8435136549261588e-01,5.9803425407595118e-02,8.8908765071696205e-01,3.0236579955444504e-01,6.7833655179305707e-01,3.0974865467473600e-01,4.5341168916147208e-02,1.5237914241224348e-01,3.3831082379077038e-01,7.8968308310081181e-01,1.2207850148593694e-01,1.4802093569608958e-02,2.2315555655543107e-02,2.3770423966238660e-01,5.7936963839912835e-02,7.4074914373717604e-02,1.7182768881560900e-01,1.5877154015835737e-01,2.3339845604086065e-01,7.3682860146305318e-02,2.5687567190674437e-01,3.3832976850097807e-01,8.7569224056777778e-02,7.2394348643629214e-01,2.1678047537305029e-01,6.6712434757444838e-01,4.8902398345933973e-01,9.3511623841037214e-02,5.9931517283964197e-01,2.0510182845526820e-01,8.9730578810180289e-02,1.5543944398763920e-01,4.1508164300273664e-01,7.2947910821090201e-01,5.1868229591474191e-01
4.8808505926582590e-02,1.5321672511595261e-01,9.7089047474044698e-01,9.3169142575046926e-01,9.4887757582406884e-01,2.8988619111716141e-01,9.6038020643010569e-01,5.6966935877785552e-01,1.6553441252796136e-01,3.0088970232705425e-01,3.5002217895700061e-01,6.2315148564721912e-01,2.7046866952340481e-01,7.7773845996255397e-01,5.1502276266444458e-01,7.7285713176281845e-01,8.2630061036736291e-01,5.2465771098595826e-01,3.0471045701889654e-01,4.8153010231221294e-01,2.9517930620749522e-01,3.3834365256760957e-01,2.3054244840190266e-01,8.4021532971799950e-01,3.8224371105610455e-01,5.5809795571993659e-01,5.9089582579414668e-01,3.2046540104327081e-01,8.0573261259271844e-01,8.0882556309859654e-01,8.9560120048435254e-01,7.4413771861480860e-01,4.2140287557166606e-01,6.2130830231913858e-01,8.2633625065452287e-01,6.8937252254868397e-01,2.3052532050157115e-02
1.6792914166395345e-01,8.4408255327282800e-01,4.4462924052135877e-01,7.1550210932458702e-01,6.6368740361262790e-01,1.9708965106936566e-01,5.5329911236979656e-01,9.6468879925651696e-01,8.2050757772573890e-01,8.5281215223210904e-01,1.5008226828561866e-01,2.1656615316537106e-01,2.8249902525121623e-01,7.8601915488506036e-01,4.5332573600417980e-01,4.7047382333202364e-01,7.3501505795086342e-01,1.4989985455471921e-01,9.5915471701999133e-01,7.9876154994930926e-01,2.8528058487052499e-01,7.2110994898725389e-01,7.9665689201315906e-02,9.8460429658695836e-01,8.1682026267205377e-01,4.8684725080501479e-01,5.1866089216018996e-01,9.2725330931063532e-01,6.7450160279709293e-01,6.3259286168026096e-01,6.7100904427263564e-01,1.6375101249576818e-01,8.1447590761983679e-01,5.9875584153526540e-01,1.4223915028986800e-01,6.6917120672333064e-01,4.9569733058910881e-02
7.1119276613658289e-01,6.4424647431878712e-01,2.8177684586754892e-01,7.8332949374701255e-01,9.3115667799688029e-01,6.4836486659234893e-01,1.3584741581469809e-01,2.2748626876302394e-01,5.5356090774388833e-01,6.0898172000827466e-01,4.5238982076507761e-01,8.2057940489338055e-01,4.7765086379557564e-01,8.1615012304899681e-01,9.0681848876933024e-01,1.8356880456974262e-01,8.4731250625178944e-01,2.4190176089483661e-01,9.6767595991519506e-01,9.1443194549214413e-01,4.8013271371441757e-01,5.7125298634666866e-01,2.2510437290392576e-01,6.8326568432477530e-01,5.7286608378773152e-01,5.4990002355554224e-01,4.6630225283866833e-01,3.7019242721861190e-01,5.1181911376128486e-02,4.8731436239318360e-01,9.3954310443220923e-01,5.3137668923635750e-01,9.4084996817243516e-01,7.3621519619847819e-01,7.0685266455716433e-01,3.1116914597633727e-01,4.8259167312082973e-01
2.9410851180294451e-01,5.9356713390623828e-01,9.9962169415538593e-02,2.4175729627791945e-01,2.5331436406875585e-01,2.1409372204120622e-01,5.9042538543899215e-01,7.6732553098237433e-01,6.4038914542911085e-01,7.1384335391667175e-01,3.4741530274946841e-01,3.9483404978449171e-01,7.1505862724264824e-01,5.5345787019272052e-01,5.8489114678081355e-01,4.7558964330657255e-01,2.8419537083417101e-01,9.2199211447425178e-01,7.6964472702886022e-01,3.5164611503457555e-01,3.9634666587086853e-01,7.5942301822351799e-01,6.7237358653400459e-01,4.7723248045826616e-01,5.2788490885505135e-01,5.3470124320536594e-01,2.7609098741886479e-01,5.4594875118008235e-01,3.9347715263566130e-01,2.0825529717771935e-01,2.4440890092298412e-01,6.3534236177578651e-01,7.5699403088212480e-01,2.8644518621290677e-01,1.6324930628790001e-02,2.9383425204811253e-01,3.8208335908864122e-01
1.9033017073227088e-01,2.5749362042920876e-01,1.4289521963548157e-02,1.0728591532689020e-01,9.8188835838400346e-01,6.5106930341762814e-01,1.2398587524756172e-01,4.3336212779282302e-01,3.9572032313747674e-01,3.1502834791861017e-01,7.0522057661754900e-02,4.7556166362084568e-01,1.1025300607121516e-01,1.6766946874628247e-01,2.5743515903081193e-01,1.5610972929885486e-01,1.7495918913815078e-01,4.9340764114210933e-01,2.6174491054574245e-01,4.3068276967388086e-01,6.8030702766118417e-02,1.8762334193632113e-01,1.5271006810068066e-01,4.7010333656661918e-01,3.7211831354722047e-01,8.7027421286613116e-01,6.7577899500933614e-01,4.9497803273226171e-01,3.8098790918393055e-01,3.2156571232159932e-02,8.3398213258762710e-01,4.6232408801107805e-01,2.4074079878510146e-01,4.6222219794396913e-01,8.8089148039614862e-01,5.3959290985638786e-02,4.5263477562667975e-01
7.6344311730162984e-01,6.7498827090092584e-01,8.0166937734575283e-02,2.1719373945062848e-01,2.4938478135399023e-01,6.6288575600955513e-01,8.3741006165740273e-01,2.9910311846916121e-01,8.1378708099062147e-01,6.6297705690143927e-01,3.3585358721893255e-01,3.7898517544180632e-01,7.6854075771695540e-01,4.6755158993256851e-01,4.6142897009993245e-01,4.0264639564184629e-01,2.4417005666627151e-01,8.7691755163400442e-01,8.5587919089897968e-01,2.6327392495280266e-01,2.8639608657026655e-01,1.9064392050330881e-01,4.7393269416483375e-01,6.4739165548973010e-01,4.4163580291419535e-01,1.6823223890443928e-01,1.9319004176053231e-01,2.9461849240838095e-01,9.2843823858866159e-01,1.6324654475629397e-01,3.4377809094314044e-01,5.6475348120009572e-01,3.7737113229778113e-01,8.8642593648311396e-01,9.0533449595906604e-02,7.1948000634617371e-01,1.2768060032114970e-01
6.5716318197098955e-01,3.6853248495804425e-01,1.9292270850196447e-01,1.2546053319540301e-01,7.4865492568221992e-01,7.0926427641272305e-01,7.4402528272063317e-01,1.0590222424873721e-01,4.2771180992256258e-01,7.6130493286681311e-01,3.9496840343137274e-02,8.7176709694075274e-02,4.7507755121584716e-01,5.1907831575208463e-01,5.3580636041069940e-02,9.1730125669856510e-01,8.8744739209943446e-01,8.5247751279143347e-01,5.8370482443027283e-01,8.5681331590461851e-01,3.8612103282058685e-01,5.9466483261414771e-01,1.0824995547855951e-01,5.1985517048582630e-01,5.4736464348104041e-01,7.3266111770799691e-01,2.6530481203244599e-01,2.6877310622490130e-01,7.2826917118907342e-01,3.3858420927351668e-01,8.4117961182485113e-01,4.9192488900343107e-01,3.7416463094995855e-01,9.3212981358456815e-01,4.7074977101213827e-01,8.5793676502557936e-01,6.8212814097815100e-02
9.9803301851902715e-01,7.8203545401823082e-01,9.7043601922032297e-01,7.3549325615870720e-01,1.3864419467273681e-01,6.5609231523450107e-01,6.8509519026604759e-01,7.0015512681054681e-01,9.8627379356182709e-01,6.0095809392833721e-01,1.1559927247194768e-01,4.0242844832294822e-01,9.9386210149591847e-01,7.0393880493951499e-01,3.6782652196211169e-01,6.1837909073534325e-01,6.8547049073484612e-01,5.1511972849322318e-01,9.1751091374001603e-01,9.7006237314439736e-01,6.0875313214555882e-01,5.1464392427568395e-02,2.0469943172297028e-01,8.9360120209144345e-01,9.6372238993399573e-01,6.8879504237026690e-01,5.0796430202305454e-01,2.6884953113907356e-01,6.4682701261525644e-01,9.3744013915221125e-01,4.8688508438035488e-01,5.3162206858902883e-01,8.0530145820855137e-01,2.6029875627765919e-01,1.8013306442754190e-01,7.4342689985983479e-01,6.4617796919433190e-01
5.5416341629550092e-01,5.3474407511666289e-01,4.2425811389383150e-01,1.7435055805482941e-01,6.6290923412052249e-01,7.0714133764129783e-01,8.1173075859545785e-01,6.3865821715182858e-01,8.8391899060454815e-01,8.1316032830358753e-01,3.5221803485785386e-01,5.4084860476833863e-01,5.8533423935998441e-01,6.9921287846201963e-01,4.8424977800264501e-01,7.0534684739097853e-02,5.6271080697893883e-01,5.4381354860774311e-01,9.3117508414825112e-01,3.0649103931056909e-01,6.9285739294891380e-01,7.0446989830008522e-01,3.7873304719883621e-01,2.3167286504892903e-01,4.3524338770107729e-01,5.9733405230628023e-01,4.8397244603289424e-01,4.7778908948447046e-01,7.8185556183463456e-01,5.0824841178005009e-01,5.2726386727036811e-01,1.6505665610356551e-01,9.7537273077249975e-01,6.8890679073209149e-01,4.8143426629504293e-01,7.2106887753911053e-03,6.6315897513022914e-03
5.7548203812299992e-01,6.4345390199824704e-01,7.4421974134235258e-01,3.8297794347438491e-01,4.2475049208409854e-01,4.0070470597556140e-01,2.4394573104016556e-01,4.0616889093893899e-01,5.0107816671747440e-01,5.3447529339065225e-01,4.1345393893557048e-01,8.5786514181776996e-01,2.6036671780713905e-01,3.1363375220496559e-01,9.5859356928221706e-01,5.9542061655218959e-01,6.7996650000709080e-01,7.1780416516071988e-01,4.5901280043782988e-01,2.8997482603847802e-01,2.5141102578997493e-01,7.4799982310667579e-01,2.8650853005861282e-01,7.5628410199444729e-01,4.0168009810793315e-01,6.0357660840984328e-01,1.4222954516465619e-01,1.5138154046707269e-01,2.3824306506477377e-02,8.0147883632179640e-01,7.1091540012946886e-01,7.0954259642467021e-01,6.3787610188483967e-01,4.0970066591032628e-01,2.5655998985700113e-01,3.3903435045372277e-01,7.9378312944391660e-01
9.2075980863253037e-01,8.7964272952450329e-01,1.5549811713809247e-01,4.9980316077482839e-01,3.6542192403576590e-01,5.8538345381945034e-01,3.3107561101385957e-01,4.2473363104137452e-01,9.0009676139140171e-01,6.3317246036869446e-01,9.5100093497834637e-01,6.9506986900273093e-01,9.7721956353105599e-01,7.4535588566037558e-01,7.6322907986880317e-01,2.7744490121132975e-01,5.8305714623015648e-01,1.4422581912479537e-01,8.9843915956516796e-01,8.0299037914874694e-02,6.8596158265296370e-01,3.6395143531630492e-01,9.4995011071743163e-01,3.0137459813424305e-01,9.2325531073681877e-01,3.0982176881186518e-01,4.7712467467893815e-01,5.2217178847918622e-01,3.4464801822198488e-01,3.1431103719222325e-01,6.9122548846060283e-01,1.0625146548127894e-01,9.3047977802729265e-01,3.0091525206041986e-01,8.4669351239857404e-01,5.7585002421632869e-01,6.9376308143189602e-01
4.5640571997587265e-01,2.7982307974868015e-01,3.2369357680871680e-01,4.2943997221240593e-01,9.4124736049122770e-01,8.3926544116975355e-01,6.1232531046656946e-01,9.3000580569997238e-01,6.2762652903884919e-01,4.7258089600993353e-01,9.9639107859495057e-01,4.7839008489948992e-01,1.9383177683642977e-01,3.3629642761738177e-01,2.1499680504347130e-01,9.5992491448703210e-01,7.8324149101903140e-01,4.7695261976909142e-01,7.4533428474069263e-01,7.7858427708178102e-01,3.6471227232034553e-01,6.5936362908663293e-01,9.9647770245600797e-01,4.6943143236786167e-02,7.7754981351457142e-01,1.2989258132638293e-02,5.4019133977964318e-01,9.1499881272485406e-01,7.2289039605009742e-01,7.5410370678622468e-02,8.6727489728743690e-01,6.1896822269248630e-01,6.8653642559211203e-01,7.8475389402211215e-01,5.8977172165092717e-01,9.6844686724105333e-01,7.1349072115944168e-01
