age,workclass,education-num,marital-status,occupation,capital-gain,capital-loss,hours-per-week,native-country,income
"(57.0, 90.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,20, United-States,0
"(38.0, 42.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,45, United-States,0
"(35.0, 38.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,1887,47, United-States,1
"(57.0, 90.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,40, Mexico,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,60, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(51.0, 57.0]", Local-gov,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Tech-support,0,0,40, United-States,1
"(31.0, 35.0]", Private,"(13.0, 16.0]", Never-married, Exec-managerial,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,0
"(42.0, 46.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Sales,0,0,30, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,15024,0,50, United-States,1
"(42.0, 46.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,35, United-States,1
"(57.0, 90.0]", Local-gov,"(10.0, 13.0]", Married-civ-spouse, Transport-moving,0,0,40, Cuba,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Machine-op-inspct,0,0,40, Mexico,0
"(46.0, 51.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,0
"(23.0, 27.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,50, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,0,0,44, United-States,0
"(42.0, 46.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,17, United-States,0
"(31.0, 35.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,75, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,50, United-States,0
"(46.0, 51.0]", Private,"(13.0, 16.0]", Never-married, Prof-specialty,27828,0,40, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,30, United-States,0
"(38.0, 42.0]", Private,"(9.0, 10.0]", Never-married, Exec-managerial,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,25, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(38.0, 42.0]", Federal-gov,"(9.0, 10.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,1
"(35.0, 38.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,0,65, United-States,1
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,60, United-States,1
"(27.0, 31.0]", State-gov,"(9.0, 10.0]", Never-married, Prof-specialty,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,40, Mexico,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Sales,0,0,60, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,0
"(31.0, 35.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(42.0, 46.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,1902,15, United-States,1
"(46.0, 51.0]", Private,"(0.999, 9.0]", Divorced, Machine-op-inspct,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Never-married, Tech-support,0,0,40, Philippines,0
"(46.0, 51.0]", Local-gov,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,1
"(16.999, 23.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,1
"(35.0, 38.0]", Local-gov,"(9.0, 10.0]", Divorced, Handlers-cleaners,0,0,50, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(35.0, 38.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,30, Mexico,0
"(46.0, 51.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Transport-moving,0,2002,45, United-States,0
"(42.0, 46.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,0
"(27.0, 31.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,0
"(57.0, 90.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,15024,0,50, United-States,1
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Farming-fishing,0,0,30, United-States,0
"(57.0, 90.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,0
"(35.0, 38.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(57.0, 90.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,3, United-States,0
"(35.0, 38.0]", Federal-gov,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,42, United-States,1
"(35.0, 38.0]", Federal-gov,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,54, Mexico,0
"(35.0, 38.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Farming-fishing,0,0,70, United-States,0
"(46.0, 51.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,35, United-States,0
"(51.0, 57.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,1977,60, United-States,1
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(31.0, 35.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,0,45, United-States,0
"(51.0, 57.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,60, United-States,1
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,48, United-States,0
"(35.0, 38.0]", Private,"(13.0, 16.0]", Never-married, Prof-specialty,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,48, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,45, United-States,1
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Prof-specialty,0,0,50, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,36, United-States,0
"(57.0, 90.0]", Self-emp-inc,"(10.0, 13.0]", Married-civ-spouse, Sales,0,1887,50, United-States,1
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, Dominican-Republic,0
"(42.0, 46.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Farming-fishing,0,0,77, United-States,0
"(42.0, 46.0]", Local-gov,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,37, United-States,1
"(23.0, 27.0]", State-gov,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,72, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Farming-fishing,0,0,55, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,1
"(27.0, 31.0]", State-gov,"(13.0, 16.0]", Never-married, Tech-support,0,0,40, United-States,0
"(46.0, 51.0]", Self-emp-not-inc,"(0.999, 9.0]", Never-married, Craft-repair,0,0,30, United-States,0
"(42.0, 46.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Divorced, Craft-repair,0,0,50, United-States,0
"(27.0, 31.0]", Local-gov,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,52, United-States,0
"(42.0, 46.0]", Local-gov,"(9.0, 10.0]", Married-civ-spouse, Tech-support,4386,0,99, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(13.0, 16.0]", Never-married, Tech-support,0,0,45, Nicaragua,0
"(46.0, 51.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Other-service,0,0,56, Philippines,1
"(57.0, 90.0]", Local-gov,"(9.0, 10.0]", Married-civ-spouse, Adm-clerical,0,0,35, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Separated, Craft-repair,0,0,40, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Never-married, Tech-support,0,0,50, United-States,0
"(23.0, 27.0]", Local-gov,"(9.0, 10.0]", Never-married, Protective-serv,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Adm-clerical,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Other-service,0,0,12, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(42.0, 46.0]", State-gov,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,1887,45, United-States,1
"(27.0, 31.0]", Self-emp-not-inc,"(10.0, 13.0]", Never-married, Exec-managerial,0,0,50, United-States,0
"(46.0, 51.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,15024,0,84, United-States,1
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(35.0, 38.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Protective-serv,0,0,60, United-States,0
"(46.0, 51.0]", Federal-gov,"(9.0, 10.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,1
"(27.0, 31.0]", State-gov,"(9.0, 10.0]", Divorced, Protective-serv,0,0,40, United-States,1
"(42.0, 46.0]", Self-emp-inc,"(9.0, 10.0]", Married-civ-spouse, Farming-fishing,0,0,50, United-States,0
"(42.0, 46.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,7688,0,45, United-States,1
"(57.0, 90.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Tech-support,0,0,20, United-States,0
"(42.0, 46.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Transport-moving,0,0,35, United-States,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,49, United-States,1
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(38.0, 42.0]", Local-gov,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,1
"(23.0, 27.0]", Private,"(9.0, 10.0]", Never-married, Craft-repair,0,0,60, Canada,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,0
"(57.0, 90.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,5178,0,50, United-States,1
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,15024,0,99, United-States,1
"(27.0, 31.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Never-married, Adm-clerical,0,0,32, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,50, United-States,0
"(16.999, 23.0]", State-gov,"(9.0, 10.0]", Never-married, Exec-managerial,0,0,40, United-States,0
"(51.0, 57.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,56, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Divorced, Transport-moving,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Other-service,0,0,25, United-States,0
"(38.0, 42.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,35, United-States,0
"(46.0, 51.0]", Federal-gov,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,57, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,35, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Other-service,0,0,40, United-States,1
"(35.0, 38.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,3137,0,50, El-Salvador,0
"(27.0, 31.0]", Local-gov,"(10.0, 13.0]", Never-married, Craft-repair,8614,0,40, United-States,1
"(35.0, 38.0]", Local-gov,"(13.0, 16.0]", Divorced, Prof-specialty,0,0,40, Jamaica,0
"(35.0, 38.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Sales,0,1977,50, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,1719,18, United-States,0
"(31.0, 35.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,2635,0,30, United-States,0
"(31.0, 35.0]", Private,"(13.0, 16.0]", Never-married, Exec-managerial,14084,0,40, United-States,1
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,7688,0,40, United-States,1
"(35.0, 38.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,1887,35, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Other-service,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Divorced, Prof-specialty,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Farming-fishing,0,0,50, United-States,0
"(42.0, 46.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Tech-support,0,0,18, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,36, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Widowed, Farming-fishing,0,0,20, United-States,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,40, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,18, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,50, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,60, United-States,1
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,50, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Divorced, Machine-op-inspct,0,0,60, United-States,0
"(51.0, 57.0]", Federal-gov,"(10.0, 13.0]", Married-civ-spouse, Tech-support,0,0,48, United-States,1
"(51.0, 57.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,1887,40, United-States,1
"(51.0, 57.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,1
"(31.0, 35.0]", Private,"(9.0, 10.0]", Never-married, Exec-managerial,0,0,60, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Sales,0,0,15, United-States,0
"(46.0, 51.0]", Private,"(10.0, 13.0]", Married-spouse-absent, Prof-specialty,0,0,40, United-States,0
"(38.0, 42.0]", Federal-gov,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,50, India,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,20, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-spouse-absent, Machine-op-inspct,0,0,40, Mexico,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, Mexico,0
"(27.0, 31.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,7298,0,55, United-States,1
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,40, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,7688,0,60, United-States,1
"(51.0, 57.0]", Private,"(0.999, 9.0]", Divorced, Sales,0,0,45, United-States,0
"(27.0, 31.0]", Private,"(13.0, 16.0]", Never-married, Prof-specialty,10520,0,40, United-States,1
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,50, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,45, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Divorced, Exec-managerial,0,0,40, United-States,0
"(42.0, 46.0]", Self-emp-not-inc,"(0.999, 9.0]", Never-married, Farming-fishing,0,0,60, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,20, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,60, United-States,1
"(42.0, 46.0]", Private,"(0.999, 9.0]", Divorced, Sales,0,0,20, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(51.0, 57.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,55, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,3325,0,50, United-States,0
"(46.0, 51.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,1
"(35.0, 38.0]", Local-gov,"(9.0, 10.0]", Married-civ-spouse, Protective-serv,0,0,48, United-States,0
"(46.0, 51.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,40, India,1
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Tech-support,0,0,45, United-States,0
"(35.0, 38.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,30, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Divorced, Sales,0,0,40, United-States,0
"(35.0, 38.0]", State-gov,"(0.999, 9.0]", Never-married, Other-service,0,0,40, United-States,0
"(51.0, 57.0]", State-gov,"(0.999, 9.0]", Never-married, Other-service,4101,0,40, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,50, United-States,0
"(57.0, 90.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,10, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,0,35, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,60, United-States,1
"(42.0, 46.0]", Self-emp-not-inc,"(10.0, 13.0]", Divorced, Exec-managerial,0,0,25, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,1740,40, United-States,0
"(16.999, 23.0]", Self-emp-not-inc,"(9.0, 10.0]", Never-married, Tech-support,0,0,25, United-States,0
"(35.0, 38.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,45, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,1825,12, United-States,1
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,40, United-States,0
"(46.0, 51.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,35, United-States,1
"(31.0, 35.0]", Private,"(9.0, 10.0]", Never-married, Exec-managerial,0,0,50, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-spouse-absent, Farming-fishing,3273,0,45, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,48, United-States,1
"(57.0, 90.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,50, United-States,1
"(27.0, 31.0]", Private,"(9.0, 10.0]", Never-married, Craft-repair,0,0,40, Italy,0
"(31.0, 35.0]", Private,"(13.0, 16.0]", Never-married, Prof-specialty,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Adm-clerical,0,0,40, United-States,0
"(57.0, 90.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,2829,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,7298,0,50, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,3942,0,40, United-States,0
"(35.0, 38.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,2415,90, United-States,1
"(27.0, 31.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Machine-op-inspct,0,0,30, United-States,0
"(16.999, 23.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Farming-fishing,0,0,40, United-States,0
"(51.0, 57.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,40, United-States,0
"(46.0, 51.0]", Federal-gov,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(51.0, 57.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,7298,0,60, United-States,1
"(51.0, 57.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,1
"(57.0, 90.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Prof-specialty,3471,0,20, United-States,0
"(35.0, 38.0]", Private,"(10.0, 13.0]", Divorced, Tech-support,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Separated, Craft-repair,0,1876,55, United-States,0
"(46.0, 51.0]", Self-emp-not-inc,"(0.999, 9.0]", Never-married, Sales,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Other-service,0,1719,36, United-States,0
"(57.0, 90.0]", Local-gov,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,25, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,1485,40, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,4, United-States,0
"(42.0, 46.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,50, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,45, United-States,1
"(46.0, 51.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,48, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Divorced, Sales,0,0,50, United-States,0
"(46.0, 51.0]", Self-emp-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,99999,0,55, United-States,1
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Handlers-cleaners,0,0,50, United-States,0
"(46.0, 51.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,7688,0,45, United-States,1
"(51.0, 57.0]", State-gov,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,0
"(57.0, 90.0]", Federal-gov,"(0.999, 9.0]", Divorced, Exec-managerial,10520,0,40, United-States,1
"(16.999, 23.0]", Private,"(10.0, 13.0]", Never-married, Sales,0,0,45, United-States,0
"(16.999, 23.0]", Private,"(10.0, 13.0]", Never-married, Machine-op-inspct,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,0,2415,50, United-States,1
"(38.0, 42.0]", Federal-gov,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,7688,0,52, United-States,1
"(31.0, 35.0]", Self-emp-not-inc,"(13.0, 16.0]", Never-married, Prof-specialty,0,0,40, United-States,0
