ANAPHYLAXIS,TPR,DISCONNECT,LVFAILURE,HISTORY,FIO2,ERRCAUTER,ERRLOWOUTPUT,INSUFFANESTH,PULMEMBOLUS,PAP,MINVOLSET,VENTMACH,VENTTUBE,INTUBATION,SHUNT,HYPOVOLEMIA,STROKEVOLUME,LVEDVOLUME,PCWP,CVP,KINKEDTUBE,VENTLUNG,MINVOL,VENTALV,ARTCO2,EXPCO2,PVSAT,SAO2,CATECHOL,HR,CO,BP,HRSAT,HREKG,HRBP,PRESS
1,0,1,1,1,1,1,1,0,1,1,1,2,1,0,0,1,1,1,1,1,1,3,0,1,2,3,1,0,1,2,2,1,0,2,1,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,1,0,0,2,2,3
1,0,1,1,1,0,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,0,2,2,2,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,1,1,2,2,0,2,2,2,2
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1
1,0,1,0,0,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,1,1,2,3,3,0,2,2,1,1,2,0,0,2,2,2,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,3
1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,0,0,0,2,1,2,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,0,1,1,1,0,1,0,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,2,2,2,1,0,1,2,1,1,0,0,1,2,0,0,2,2,2,1
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,3
1,1,0,1,1,1,1,1,0,1,1,2,3,2,0,0,1,1,1,1,1,1,2,0,3,0,2,2,1,0,0,0,0,2,1,1,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,0,0,1,0,0,0,2,1,1,0,1,1,1,0,0,1,0,1
1,1,1,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,1,1,2,2,2,2,2,2,2
1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,2,2,1,1,0,0,0,2,1,0,0,1,2,0,0,1,0,2,0
1,2,1,1,1,1,1,1,0,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,0,2,2,2
1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,1,0,2,2
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,1,2,1,0,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,0
1,2,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,2,2,0,0,1,2,2,2,2,2,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,3
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,1,1,2,2,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1,1,1,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,1
1,0,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,1,0,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,2,2,1,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,3
1,1,1,0,0,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,1
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,2,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3
1,2,0,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,0
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1
1,2,1,1,1,1,1,1,1,1,0,2,3,3,0,0,1,1,1,1,1,1,1,1,1,2,2,1,0,1,2,2,2,2,2,2,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,0,1,2,2,0,2,2,2,1
1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,1,2,1,2,2,2,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,3
1,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,2,1,0,0,1,1,1,2,2,1,0,2
1,2,1,1,1,1,1,1,1,1,1,2,3,3,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,1,1,1,0,2,0,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,0,2,2,2,3
1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,3
1,0,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,1,0,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,2,0,0,1,1,1,1,0,2,0,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,2,2,2,1,1,0,0,0,2,1,0,0,0,1,2,2,0,1,0,3
1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,0,0,1,0,2,2
1,2,1,1,1,1,0,1,1,1,2,1,2,1,0,0,1,1,1,1,1,1,0,0,1,2,1,1,0,1,2,2,2,2,0,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,0,1,2,2,1,2,2,2,1
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,2,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,2
1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,2,0,2,1,0,0,1,1,1,2,1,1,0,3
1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,1
1,1,0,1,1,1,0,1,1,1,1,1,2,0,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,0,0,1,0,2,1
1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,1,1,1,0,0,1,0,2
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,2
1,1,1,1,1,1,0,0,1,1,1,1,2,1,0,0,1,1,1,1,0,1,0,0,0,2,1,0,0,1,2,2,1,1,0,1,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,2,0,1,1,0,0,1,2,2
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,2
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,2,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,2
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,3
1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,0,1,1,1,1,0,0,0,2,1,0,0,1,2,1,1,1,0,2,3
1,2,1,1,1,1,1,1,1,1,1,2,3,3,0,0,1,1,1,1,1,1,1,1,1,2,2,1,0,1,2,2,2,2,2,2,3
0,0,1,1,1,1,1,1,1,1,2,1,2,1,0,0,0,0,2,2,1,1,0,0,0,2,1,0,0,1,2,1,0,2,2,2,1
1,2,0,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,2,0,1,1,1,0,0,0,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,0,1,1,2,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,0,1,2,0,0,2,2,2,1
1,1,1,1,1,1,0,0,1,1,1,1,2,1,0,0,1,1,2,2,2,1,0,0,0,2,1,0,0,1,2,2,2,1,0,1,3
1,2,1,0,0,1,0,1,1,1,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,2,0,0,1,0,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,0,0,2,2,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3
1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,0,1,0,0,0,0,2,1,0,0,1,2,2,2,2,2,2,0
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,1,1,1,0,2,0,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,2,1,2,1,0,0,0,2,1,1,0,1,2,0,0,2,2,2,2
1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,1,0,2,1
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,2,1,2,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,2,2,2,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,2
1,2,1,1,1,1,1,1,1,1,0,2,3,3,0,0,0,0,2,2,2,1,1,1,1,2,2,1,0,1,2,0,0,2,2,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,1,1,2,2,2,1
1,0,1,1,1,1,1,1,0,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,0,3
1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,2
1,2,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1
1,1,1,0,0,1,1,1,1,1,1,1,2,1,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,1,0,1,0,2
1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,1,2,1,1,0,0,1,2,2,2,2,2,2,1
1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,2,2,1,1,1,1,1,2,2,1,0,1,2,0,0,2,2,2,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,2,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,1,1
1,2,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,2,0,2
1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,2,2,2,1,0,0,0,2,1,0,0,1,2,2,2,1,0,2,1
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,3,0,0,1,2,2,0,2,2,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,2
1,0,1,1,1,1,1,1,0,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,1,0,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,2,2,2,1,0,0,0,2,1,1,2,0,1,1,1,0,1,0,2
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,0,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,1,0,1,2,2,1,2,2,2,3
1,0,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,0,1,0,2,2
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1,1,1,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,0,0,1,0,1
1,0,0,1,1,1,0,1,1,1,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,1,0,2,1
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,2,1,1,0,0,1,2,1,1,2,2,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,3
1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,0,0,1,0,2,3
1,0,1,1,1,1,0,1,0,1,1,1,2,1,0,0,0,0,2,2,1,1,0,0,0,2,1,0,0,1,2,2,1,1,0,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,0,2,2,2,3
1,1,0,0,0,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,1
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,3
1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,1,0,2,2
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,1,0,2,2,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2
1,2,1,1,1,1,1,1,1,1,1,2,3,3,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,0,0,0,2,0,0,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,1,0,1,2,1,1,2,2,2,3
1,0,1,1,1,1,1,1,1,1,1,2,3,3,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,0,2,2,2,3
1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,2
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,3,3,0,0,0,0,1,1,1,1,1,1,1,2,2,1,0,1,2,0,0,2,2,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,1,1,1,0,0,0,2
1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,1,1,1,0,0,1,2,1,1,0,1,2,2,1,2,2,2,1
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,2,1,3,0,0,2,1,1,2,2,2,2,2,2,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,0,1,2,2,1,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,0,3,1,1,2,3,1,0,1,1,1,0,0,2,0,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1,1,1,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,1
1,2,1,1,1,0,0,1,1,1,1,1,2,1,0,0,1,2,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,1,0,2,3
1,2,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,1,0,2,2
1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,1,0,0,0,2,0,3
1,2,1,1,1,1,1,1,1,0,2,1,2,1,0,1,1,1,1,1,1,1,0,0,0,2,3,0,0,1,2,2,2,2,2,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,2
1,0,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,2,2,1,1,0,2,2
1,0,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,1,0,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,2,0,0,1,2,2,2,2,2,2,3
1,0,1,1,1,1,1,1,0,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,2,0,0,1,2,2,1,2,2,2,3
1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,2,2,2,1,0,0,0,2,1,0,0,1,2,2,1,1,0,2,0
1,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,0
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,2
1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,1,0,2,1,0,0,1,2,2,2,2,2,2,1
1,2,0,1,1,0,0,1,0,1,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,0,1,1,2,2,1,0,2
1,0,1,1,1,0,0,1,1,1,1,1,3,3,0,0,0,0,2,2,2,1,0,0,0,2,0,0,0,1,2,0,0,1,0,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,0,1,0,1,2,1,0,0,1,1,1,1,1,0,3,0,1,2,3,1,0,1,2,2,1,2,2,2,3
1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,0
1,1,1,1,1,1,0,1,1,1,1,2,3,3,0,0,1,1,2,2,2,1,1,1,1,2,2,1,0,0,1,1,1,2,1,0,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,2,2,2,1,0,1,2,1,1,0,0,1,2,0,0,2,2,2,1
1,2,0,1,1,1,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,1,2,1,3,0,2,2,1,1,2,2,2,2,2,2,2
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,2,2,1,0,1,2,2,0,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,2,0,2,1,0,0,1,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,1,0,1,1,1,0,0,0,3
1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,1,1,0,2,2,0,0,1,2,2,2,2,2,2,2
1,1,1,0,0,1,0,1,1,1,1,1,2,1,0,0,1,0,0,0,0,0,3,0,1,2,3,1,0,1,2,1,1,1,0,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,0,2,2,2,3
1,1,1,0,0,1,1,0,1,1,1,1,2,1,0,0,1,1,0,0,0,1,3,0,1,2,3,1,0,1,2,2,2,2,2,1,3
1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,0,1,0,0,1,2,1,1,0,0,1,2,2,1,2,2,2,1
1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,2,1,1,0,0,1,2,2,1,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,2,3
1,0,1,1,1,1,0,1,1,0,2,1,2,1,0,1,1,1,1,1,1,1,0,0,0,2,1,0,0,1,1,1,0,2,1,0,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,1,1,2,2,2,3
1,2,1,1,1,1,1,1,0,1,1,1,2,1,0,1,0,0,2,2,1,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,3
1,0,1,1,1,1,1,0,0,1,1,1,2,1,0,0,1,0,1,1,1,1,0,0,0,2,1,1,0,1,2,0,0,2,2,1,3
1,1,1,1,1,1,1,1,1,1,1,2,3,3,0,0,1,1,2,2,1,1,1,1,1,2,0,1,0,0,1,1,1,0,1,0,3
1,2,1,1,1,0,1,1,1,1,1,1,2,1,0,0,1,1,1,0,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,0,1,1,1,3,3,2,1,1,1,1,1,1,1,3,2,1,2,3,1,2,1,2,2,2,2,2,2,3
1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,2,1,1,0,0,0,2,1,0,0,1,2,2,2,1,0,2,3
1,0,0,1,1,1,1,0,1,1,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,1,1
1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1
1,2,1,1,1,1,1,1,1,1,1,1,3,3,0,0,1,1,1,1,1,1,1,1,1,2,2,1,0,1,2,2,2,2,2,2,3
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,3
1,2,1,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,1,1,1,0,0,2,1,3,0,0,1,1,1,2,0,2,0,1
1,0,1,1,1,1,1,1,1,1,1,2,3,3,0,0,1,2,1,1,1,0,2,1,3,0,2,2,1,1,2,2,1,2,2,2,2
1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,0
1,2,0,1,1,1,1,0,1,1,1,1,2,0,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,0,0,2,2,1,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,2,2,2,2,2
1,1,0,1,1,1,1,1,0,1,1,1,2,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,1,2,0,0,2,2,1,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,3,0,2,1,0,0,1,0,0,0,1,2,1,3
1,0,1,1,1,1,1,0,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,2,2,1,2,2,1,3
1,1,1,1,1,1,1,1,1,1,1,2,3,3,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,1,2,0,0,2,2,2,2
